Annee;Num_Acc;Mois;Lieu;catr;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;2;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;1;1;0;0;2;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;3;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;1;1;1;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;3;1;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;0;1;30
2019;2,02E+11;Aout;Paris;4;0;;2;3;3;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;D;2;2;0;1;35;460;3;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;19;205;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;0;;1;1;0;1;27;950;2;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;3;545;1;;;1;5;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;61;700;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;2;185;1;;;1;0;4;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;18;535;1;;;1;0;1;30
2019;2,02E+11;Aout;Paris;3;;;2;2;0;3;2;500;2;;65;1;0;1;80
2019;2,02E+11;Aout;Paris;9;;;2;2;0;1;-1;-1;1;;;1;8;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;4;50;1;;;1;0;3;80
2019;2,02E+11;Aout;Paris;6;0;;-1;2;0;1;19;900;1;;;1;9;8;20
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;-1;-1;1;;;7;0;1;-1
2019;2,02E+11;Aout;Paris;3;0; -;2;2;0;1;20;500;1;;;1;9;1;80
2019;2,02E+11;Aout;Paris;2;;;2;2;0;2;12;455;1;0;7;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;;4;2;0;2;10;560;1;0;5.79999999999999982;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;A;2;2;0;1;20;600;2;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;D;2;2;0;1;37;800;2;;;1;0;1;80
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;2;-1;-1;2;;;1;0;8;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;9;950;2;;;1;2;3;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;4;200;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;24;600;1;;;1;2;4;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;22;400;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;2;;;2;2;0;1;21;-1;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;13;0;2;;;1;5;1;80
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;32;300;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;3;0;;2;3;0;1;19;635;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;0;0;1;;;1;0;3;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;33;200;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;12;700;2;;;1;0;3;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;3;35;670;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;9;450;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;1;0;4;20;63;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;D;2;2;0;2;-1;-1;3;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;28;100;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;0;500;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;D;2;2;0;1;16;950;3;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;2;7;100;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;1;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;2;0;;2;2;0;1;8;500;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;1;;;1;2;0;2;198;-1;1;;;1;0;2;110
2019;2,02E+11;Aout;Paris;2;;;3;4;1;2;3;200;1;;;1;2;5;70
2019;2,02E+11;Aout;Paris;1;;;1;4;3;3;59;850;1;;;1;0;1;130
2019;2,02E+11;Aout;Paris;1;;;1;4;0;1;231;900;1;;;1;0;1;130
2019;2,02E+11;Aout;Paris;1;0;;1;4;0;1;231;600;1;;;1;0;1;90
2019;2,02E+11;Aout;Paris;3;0;D;2;3;0;1;4;840;1;;;1;5;1;50
2019;2,02E+11;Aout;Paris;4;;;1;1;0;1;-1;-1;1;;;1;9;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;-1;-1;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;1;;;3;4;0;1;16;850;1;;;1;0;1;-1
2019;2,02E+11;Aout;Paris;1;;;3;4;0;1;21;150;1;;;1;0;1;130
2019;2,02E+11;Aout;Paris;1;0;A;3;4;0;3;102;800;1;;;1;0;3;130
2019;2,02E+11;Aout;Paris;2;0;N;2;2;0;1;-1;-1;1;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;1;230;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;1;0;;1;1;0;2;174;0;2;;;1;3;2;30
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;11;800;1;;;1;2;1;70
2019;2,02E+11;Aout;Paris;1;;A;2;3;0;1;185;200;1;;;1;0;2;130
2019;2,02E+11;Aout;Paris;1;0;;3;2;0;1;460;200;1;;;1;0;3;130
2019;2,02E+11;Aout;Paris;1;0;A;1;1;0;1;172;200;3;;;1;3;1;50
2019;2,02E+11;Aout;Paris;1;0;A;3;3;0;1;1;120;3;;;1;3;1;90
2019;2,02E+11;Aout;Paris;2;;;2;2;0;2;-1;-1;2;;;1;0;8;50
2019;2,02E+11;Aout;Paris;2;;;2;2;0;1;44;500;1;;;2;0;1;90
2019;2,02E+11;Aout;Paris;6;0;;2;2;0;2;-1;-1;1;;;1;0;3;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;29;620;1;;;1;2;1;-1
2019;2,02E+11;Aout;Paris;2;;;2;2;0;4;7;0;2;;;1;0;1;70
2019;2,02E+11;Aout;Paris;3;;R;2;2;0;1;72;500;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;0;800;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;D;2;2;0;1;76;-1;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;E;2;2;0;1;4;118;1;;;1;5;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;40;360;3;;;1;5;1;50
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;4;-1;-1;3;;;1;0;1;30
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;1;740;1;;;1;9;1;50
2019;2,02E+11;Aout;Paris;6;;N;-1;-1;0;1;19;0;4;;;1;9;8;50
2019;2,02E+11;Aout;Paris;2;0;;2;2;0;2;74;280;2;0;7;1;9;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;0;80;1;0;4.79999999999999982;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;87;900;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;2;9;-1;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;-1;-1;1;;;2;0;1;50
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;1;0;;3;2;0;1;0;0;1;;;2;3;1;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;32;600;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;3;E;2;2;0;1;1;0;1;;;1;9;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;2;872;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;32;536;3;;;2;0;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;2;8;200;4;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;E;2;2;0;1;3;35;3;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;2;202;1;;;1;9;1;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;2;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;0;312;2;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;-1;-1;1;;;1;0;3;80
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;2;0;4;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;32;0;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;18;305;3;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0; -;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;2;0;N;3;4;0;2;20;600;2;;;1;0;3;110
2019;2,02E+11;Aout;Paris;2;0;;3;4;3;1;11;100;1;;;1;0;1;110
2019;2,02E+11;Aout;Paris;4;;;1;1;0;1;-1;-1;2;;;1;0;1;30
2019;2,02E+11;Aout;Paris;4;;;2;2;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;D;2;2;0;1;5;900;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;-1;-1;2;;;1;0;3;30
2019;2,02E+11;Aout;Paris;7;0;;2;2;0;1;-1;-1;1;;;1;5;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;3;14;100;2;;;1;5;3;70
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;1;0;1;;;2;0;1;80
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;3;740;2;;;1;0;3;80
2019;2,02E+11;Aout;Paris;9;0;;2;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;;;2;2;0;2;70;0;1;;;2;0;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;-1;-1;1;;;1;0;1;80
2019;2,02E+11;Aout;Paris;3;;;2;2;0;1;13;0;1;;;1;0;1;70
